"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the login works","16879","Verify that the login works","chromium","2026-05-07","passed","2026-05-07","","05_Allure_Reporting\230_Login.spec.ts","",""
